Asin,Color,Country Code,"Month, Day, Year of Date",Order ID,Size,Store,Cost,Price,Profit,Sales,Units
B09JG4TTP2,Black,US,4/28/2023,649bca14c7011f374097aa01,240mmm,Ingenious Store,41.1,69.99,57.78,139.98,2
B09JG4TTP2,Black,US,3/2/2023,649bcd46c7011f374097cf2a,240mmm,Ingenious Store,41.1,79.99,116.67,239.97,3
B09JG4TTP2,Black,US,3/3/2023,649bcd46c7011f374097cf2b,240mmm,Ingenious Store,41.1,79.99,77.78,159.98,2
B09JG4TTP2,Black,US,3/4/2023,649bcd46c7011f374097cf2c,240mmm,Ingenious Store,41.1,79.99,38.89,79.99,1
B09JG4TTP2,Black,US,3/5/2023,649bcd46c7011f374097cf2d,240mmm,Ingenious Store,41.1,79.99,155.56,319.96,4
B09JG4TTP2,Black,US,3/6/2023,649bcd46c7011f374097cf2e,240mmm,Ingenious Store,41.1,79.99,38.89,79.99,1
B09JG4TTP2,Black,US,3/7/2023,649bcd46c7011f374097cf2f,240mmm,Ingenious Store,41.1,79.99,77.78,159.98,2
B09JG4TTP2,Black,US,2/28/2023,649bcd46c7011f374097cf28,240mmm,Ingenious Store,41.1,79.99,116.67,239.97,3
B09JG4TTP2,Black,US,3/1/2023,649bcd46c7011f374097cf29,240mmm,Ingenious Store,41.1,79.99,116.67,239.97,3
B09JG4TTP2,Black,US,3/8/2023,649bcd46c7011f374097cf30,240mmm,Ingenious Store,41.1,79.99,77.78,159.98,2
B09JG4TTP2,Black,US,3/10/2023,649bcd46c7011f374097cf32,240mmm,Ingenious Store,41.1,79.99,194.45,399.95,5
B09JG4TTP2,Black,US,3/11/2023,649bcd46c7011f374097cf33,240mmm,Ingenious Store,41.1,79.99,116.67,239.97,3
B09JG4TTP2,Black,US,3/13/2023,649bcd46c7011f374097cf35,240mmm,Ingenious Store,41.1,79.99,77.78,159.98,2
B09JG4TTP2,Black,US,12/31/2022,649bd3b3c7011f37409819b1,240mmm,Ingenious Store,41.1,75.99,139.56,303.96,4
B09JG4TTP2,Black,US,1/1/2023,649bd3b3c7011f37409819b2,240mmm,Ingenious Store,41.1,75.99,34.89,75.99,1
B09JG4TTP2,Black,US,1/2/2023,649bd3b3c7011f37409819b3,240mmm,Ingenious Store,41.1,75.99,104.67,227.97,3
B09JG4TTP2,Black,US,1/5/2023,649bd3b3c7011f37409819b6,240mmm,Ingenious Store,41.1,75.99,34.89,75.99,1
B09JG4TTP2,Black,US,1/6/2023,649bd3b3c7011f37409819b7,240mmm,Ingenious Store,41.1,75.99,104.67,227.97,3
B09JG4TTP2,Black,US,1/7/2023,649bd3b3c7011f37409819b8,240mmm,Ingenious Store,41.1,75.99,34.89,75.99,1
B09JG4TTP2,Black,US,1/8/2023,649bd3b3c7011f37409819b9,240mmm,Ingenious Store,41.1,75.99,34.89,75.99,1
B09JG4TTP2,Black,US,1/11/2023,649bd3b3c7011f37409819bc,240mmm,Ingenious Store,41.1,75.99,34.89,75.99,1
B09JG4TTP2,Black,US,1/12/2023,649bd3b3c7011f37409819bd,240mmm,Ingenious Store,41.1,75.99,34.89,75.99,1
B09JG4TTP2,Black,US,1/14/2023,649bd3b3c7011f37409819bf,240mmm,Ingenious Store,41.1,75.99,34.89,75.99,1
B09JG4TTP2,Black,US,1/16/2023,649bd3b3c7011f37409819c1,240mmm,Ingenious Store,41.1,75.99,34.89,75.99,1
B09JG4TTP2,Black,US,1/17/2023,649bd3b3c7011f37409819c2,240mmm,Ingenious Store,41.1,75.99,69.78,151.98,2
B09JG4TTP2,Black,US,1/18/2023,649bd3b3c7011f37409819c3,240mmm,Ingenious Store,41.1,75.99,174.45,379.95,5
B09JG4TTP2,Black,US,1/21/2023,649bd3b3c7011f37409819c6,240mmm,Ingenious Store,41.1,75.99,34.89,75.99,1
B09JG4TTP2,Black,US,1/28/2023,649bd3b3c7011f37409819cd,240mmm,Ingenious Store,41.1,75.99,69.78,151.98,2
B09JG4TTP2,Black,US,2/15/2023,649bd073c7011f374097f47d,240mmm,Ingenious Store,41.1,75.99,34.89,75.99,1
B09JG4TTP2,Black,US,2/16/2023,649bd073c7011f374097f47e,240mmm,Ingenious Store,41.1,75.99,104.67,227.97,3
B09JG4TTP2,Black,US,2/17/2023,649bd073c7011f374097f47f,240mmm,Ingenious Store,41.1,75.99,34.89,75.99,1
B09JG4TTP2,Black,US,2/2/2023,649bd073c7011f374097f470,240mmm,Ingenious Store,41.1,75.99,34.89,75.99,1
B09JG4TTP2,Black,US,2/6/2023,649bd073c7011f374097f474,240mmm,Ingenious Store,41.1,75.99,34.89,75.99,1
B09JG4TTP2,Black,US,2/7/2023,649bd073c7011f374097f475,240mmm,Ingenious Store,41.1,75.99,34.89,75.99,1
B09JG4TTP2,Black,US,2/10/2023,649bd073c7011f374097f478,240mmm,Ingenious Store,41.1,75.99,139.56,303.96,4
B09JG4TTP2,Black,US,2/11/2023,649bd073c7011f374097f479,240mmm,Ingenious Store,41.1,75.99,34.89,75.99,1
B09JG4TTP2,Black,US,2/18/2023,649bd073c7011f374097f480,240mmm,Ingenious Store,41.1,75.99,34.89,75.99,1
B09JG4TTP2,Black,US,2/19/2023,649bd073c7011f374097f481,240mmm,Ingenious Store,41.1,75.99,69.78,151.98,2
B09JG4TTP2,Black,US,2/22/2023,649bd073c7011f374097f484,240mmm,Ingenious Store,41.1,75.99,34.89,75.99,1
B09JG4TTP2,Black,US,2/23/2023,649bd073c7011f374097f485,240mmm,Ingenious Store,41.1,75.99,34.89,75.99,1
B09JG4TTP2,Black,US,2/24/2023,649bd073c7011f374097f486,240mmm,Ingenious Store,41.1,77.99,73.78,155.98,2
B09JG4TTP2,Black,US,2/25/2023,649bd073c7011f374097f487,240mmm,Ingenious Store,41.1,79.99,77.78,159.98,2
B09JG4TTP2,Black,US,10/15/2022,6410ed3d1bb907e3938fa792,240mmm,Dracaena Store,41.1,69,27.9,69,1
B09JG4TTP2,Black,DE,10/25/2022,6411b9d61bb907e3939c65fe,240mmm,Dracaena Store,41.1,65.4,24.3,65.4,1
B09JG4TTP2,Black,US,10/16/2022,6412a8ce1bb907e393aa8b48,240mmm,Dracaena Store,41.1,69,27.9,69,1
B09JG4TTP2,Black,CA,10/18/2022,6414c0de1bb907e393bf03ca,240mmm,Dracaena Store,41.1,60.04,56.82,180.12,3
B09JG4TTP2,Black,US,10/30/2022,6424fdf98c830bbda3d9f4fb,240mmm,Dracaena Store,41.1,69,27.9,69,1
B09JG4TTP2,Black,US,11/10/2022,6432c9272573fba749dad232,240mmm,Dracaena Store,41.1,69,27.9,69,1
B09JG4TTP2,Black,US,11/11/2022,6434de63334b3086adf5139c,240mmm,Dracaena Store,41.1,69,27.9,69,1
B09JG4TTP2,Black,US,11/12/2022,6435da0a334b3086ad02719a,240mmm,Dracaena Store,41.1,69,27.9,69,1
B09JG4TTP2,Black,US,11/15/2022,6435da0a334b3086ad02719d,240mmm,Dracaena Store,41.1,69,27.9,69,1
B09JG4TTP2,Black,IT,4/19/2023,6440a260c0c3edd418f78034,240mmm,Dracaena Store,41.1,75.1991,34.0991,75.1991,1
B09JG4TTP2,Black,GB,12/23/2022,6441e5c6c0c3edd4180e428b,240mmm,Dracaena Store,41.1,79.9973,38.8973,79.9973,1
B09JG4TTP2,Black,GB,12/21/2022,6441e5c6c0c3edd4180e4289,240mmm,Dracaena Store,41.1,79.9973,38.8973,79.9973,1
B09JG4TTP2,Black,GB,12/28/2022,6441e5c6c0c3edd4180e4290,240mmm,Dracaena Store,41.1,79.9973,38.8973,79.9973,1
B09JG4TTP2,Black,GB,12/29/2022,6441e5c6c0c3edd4180e4291,240mmm,Dracaena Store,41.1,79.9973,77.7946,159.9946,2
B09JG4TTP2,Black,GB,12/31/2022,6441e5c6c0c3edd4180e4293,240mmm,Dracaena Store,41.1,79.9973,38.8973,79.9973,1
B09JG4TTP2,Black,DE,12/22/2022,6441eef0c0c3edd4180eeb2c,240mmm,Dracaena Store,41.1,74.1091,33.0091,74.1091,1
B09JG4TTP2,Black,DE,12/23/2022,6441eef0c0c3edd4180eeb2d,240mmm,Dracaena Store,41.1,74.1091,33.0091,74.1091,1
B09JG4TTP2,Black,DE,1/2/2023,6441eef0c0c3edd4180eeb37,240mmm,Dracaena Store,41.1,74.1091,33.0091,74.1091,1
B09JG4TTP2,Black,US,10/23/2022,64172e181bb907e393d712f1,240mmm,Dracaena Store,41.1,69,27.9,69,1
